TITLE = "VONOS-BICGStab"
VARIABLES = "x", "y", "z", "u", "v", "w", "p", "flg"
ZONE I=32, J=32, K=32, F=POINT
 


0.015625 0.015625 0.015625 4.690566e-005 -1.428398e-005 -3.262459e-005 1.725201e-002 0 
0.046875 0.015625 0.015625 2.075469e-004 -8.368923e-006 -1.053688e-004 1.724545e-002 0 
0.078125 0.015625 0.015625 4.623005e-004 -1.058965e-005 -1.304296e-004 1.718481e-002 0 
0.109375 0.015625 0.015625 7.373975e-004 -9.553224e-006 -1.245264e-004 1.705677e-002 0 
0.140625 0.015625 0.015625 9.721919e-004 4.056519e-006 -1.047729e-004 1.686232e-002 0 
0.171875 0.015625 0.015625 1.123494e-003 3.158474e-005 -8.217307e-005 1.661317e-002 0 
0.203125 0.015625 0.015625 1.166773e-003 7.016672e-005 -6.286058e-005 1.632731e-002 0 
0.234375 0.015625 0.015625 1.094361e-003 1.156189e-004 -5.051638e-005 1.602539e-002 0 
0.265625 0.015625 0.015625 9.116189e-004 1.643181e-004 -4.668198e-005 1.572794e-002 0 
0.296875 0.015625 0.015625 6.324735e-004 2.133276e-004 -5.182035e-005 1.545371e-002 0 
0.328125 0.015625 0.015625 2.763149e-004 2.604794e-004 -6.582926e-005 1.521886e-002 0 
0.359375 0.015625 0.015625 -1.334820e-004 3.037749e-004 -8.862930e-005 1.503669e-002 0 
0.390625 0.015625 0.015625 -5.699520e-004 3.415421e-004 -1.202190e-004 1.491696e-002 0 
0.421875 0.015625 0.015625 -1.003185e-003 3.720957e-004 -1.601875e-004 1.486535e-002 0 
0.453125 0.015625 0.015625 -1.401598e-003 3.936722e-004 -2.071682e-004 1.488267e-002 0 
0.484375 0.015625 0.015625 -1.733700e-003 4.041377e-004 -2.585408e-004 1.496448e-002 0 
0.515625 0.015625 0.015625 -1.969919e-003 4.019248e-004 -3.113018e-004 1.510098e-002 0 
0.546875 0.015625 0.015625 -2.084723e-003 3.860319e-004 -3.618499e-004 1.527708e-002 0 
0.578125 0.015625 0.015625 -2.062978e-003 3.593814e-004 -4.053063e-004 1.547171e-002 0 
0.609375 0.015625 0.015625 -1.901624e-003 3.221070e-004 -4.375328e-004 1.566291e-002 0 
0.640625 0.015625 0.015625 -1.612261e-003 2.787570e-004 -4.526915e-004 1.582649e-002 0 
0.671875 0.015625 0.015625 -1.226542e-003 2.349370e-004 -4.467203e-004 1.594122e-002 0 
0.703125 0.015625 0.015625 -7.899109e-004 1.952335e-004 -4.200818e-004 1.599356e-002 0 
0.734375 0.015625 0.015625 -3.526582e-004 1.636096e-004 -3.760160e-004 1.597908e-002 0 
0.765625 0.015625 0.015625 3.754370e-005 1.423708e-004 -3.201690e-004 1.590276e-002 0 
0.796875 0.015625 0.015625 3.422021e-004 1.323508e-004 -2.592133e-004 1.577750e-002 0 
0.828125 0.015625 0.015625 5.354230e-004 1.333473e-004 -1.997071e-004 1.562183e-002 0 
0.859375 0.015625 0.015625 6.053030e-004 1.434152e-004 -1.469356e-004 1.545754e-002 0 
0.890625 0.015625 0.015625 5.555114e-004 1.579695e-004 -1.046573e-004 1.530708e-002 0 
